name,producer,type,country,region,vintage,bottles,status,storage,duty_status,drink_window,roi_pct,case_value_gbp,description
"Chardonnay, Collezione Privata, Toscana, Isole e Olena",Isole e Olena,Still White,Italy,Toscana,2023,45,In Stock,NEXUS (LCB Dinton),In Bond,,29.62,174.99,"Chardonnay, Collezione Privata, Toscana, Isole e Olena 2023 is a still white from Isole e Olena in Toscana, Italy. ABV 14.50%. Holding 45 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Liberty Wines at £135 per case. Current case value £174.99, ROI 29.62%."
"Meursault, La Rencontre, Bernard Bonin",Bernard Bonin,Still White,France,Meursault,2022,4,Due In,NEXUS (LCB Dinton),In Bond,,15.46,1336.98,"Meursault, La Rencontre, Bernard Bonin 2022 is a still white from Bernard Bonin in Meursault, France. ABV 12.00%. Holding 4 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £1158 per case. Current case value £1336.98, ROI 15.46%."
"Grande Cuvée, 173ème Edition, Krug",Krug,Sparkling White,France,Champagne,NonV,48,Delivered,NEXUS (LCB Dinton),In Bond,,0.03,850.02,"Grande Cuvée, 173ème Edition, Krug NonV is a sparkling white from Krug in Champagne, France. ABV 12.50%. Holding 48 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Moët-Hennessy at £849.78 per case. Current case value £850.02, ROI 0.03%."
"Grande Cuvée, 173ème Edition, Krug",Krug,Sparkling White,France,Champagne,NonV,6,Delivered,NEXUS (LCB Dinton),In Bond,,8500100.00,850.02,"Grande Cuvée, 173ème Edition, Krug NonV is a sparkling white from Krug in Champagne, France. ABV 12.50%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Moët-Hennessy at £0.01 per case. Current case value £850.02, ROI 8500100.00%."
"Corton Charlemagne, Grand Cru, Le Moine (L)",Le Moine (L),Still White,France,Corton-Charlemagne,2023,4,Due In,NEXUS (LCB Dinton),In Bond,,18.91,1641.00,"Corton Charlemagne, Grand Cru, Le Moine (L) 2023 is a still white from Le Moine (L) in Corton-Charlemagne, France. ABV 14.00%. Holding 4 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £1380 per case. Current case value £1641.00, ROI 18.91%."
"Cristal, Louis Roederer",Louis Roederer,Sparkling White,France,Champagne,2005,18,Due In,NEXUS (LCB Dinton),In Bond,,22.21,1161.00,"Cristal, Louis Roederer 2005 is a sparkling white from Louis Roederer in Champagne, France. ABV 12.00%. Holding 18 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from De Paolis Ltd at £950 per case. Current case value £1161.00, ROI 22.21%."
"Chateauneuf-du-Pape, La Grenade, M. Chapoutier",M. Chapoutier,Still Red,France,Chateauneuf-du-Pape,2023,18,In Stock,NEXUS (LCB Dinton),In Bond,,34.43,376.98,"Chateauneuf-du-Pape, La Grenade, M. Chapoutier 2023 is a still red from M. Chapoutier in Chateauneuf-du-Pape, France. ABV 14.00%. Holding 18 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Hatch Mansfield at £280.43 per case. Current case value £376.98, ROI 34.43%."
"Highland Single Malt Double Cask 30YO Bottled 2021, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,-14.18,3003.62,"Highland Single Malt Double Cask 30YO Bottled 2021, Macallan NonV is a spirit from Macallan in Speyside, Scotland. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £3500 per case. Current case value £3003.62, ROI -14.18%."
"Highland SIngle Malt Distil Your World London Limited Edition, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,-16.67,6249.99,"Highland SIngle Malt Distil Your World London Limited Edition, Macallan NonV is a spirit from Macallan in Speyside, Scotland. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £7500 per case. Current case value £6249.99, ROI -16.67%."
"Highland Single Malt Oscuro The 1824 Collection, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,66.25,1662.50,"Highland Single Malt Oscuro The 1824 Collection, Macallan NonV is a spirit from Macallan in Speyside, Scotland. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £1000 per case. Current case value £1662.50, ROI 66.25%."
"Highland Single Malt Colour Collection 21YO, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,-27.08,875.00,"Highland Single Malt Colour Collection 21YO, Macallan NonV is a spirit from Macallan in Speyside, Scotland. ABV 43.00%. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £1200 per case. Current case value £875.00, ROI -27.08%."
"Highland Single Malt Terra, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,-48.71,102.59,"Highland Single Malt Terra, Macallan NonV is a spirit from Macallan in Speyside, Scotland. ABV 43.80%. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £200 per case. Current case value £102.59, ROI -48.71%."
"Highland Single Malt James Bond 60th Anniversary Release Decade VI, Macallan",Macallan,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,-35.00,649.99,"Highland Single Malt James Bond 60th Anniversary Release Decade VI, Macallan NonV is a spirit from Macallan in Speyside, Scotland. ABV 43.70%. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £1000 per case. Current case value £649.99, ROI -35.00%."
Dom Pérignon,Moët & Chandon,Sparkling White,France,Champagne,2017,6,Delivered,NEXUS (LCB Dinton),In Bond,,-1.83,750.00,"Dom Pérignon 2017 is a sparkling white from Moët & Chandon in Champagne, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Moët-Hennessy at £763.98 per case. Current case value £750.00, ROI -1.83%."
Dom Pérignon,Moët & Chandon,Sparkling White,France,Champagne,2017,204,In Stock,NEXUS (LCB Dinton),In Bond,,-1.83,750.00,"Dom Pérignon 2017 is a sparkling white from Moët & Chandon in Champagne, France. ABV 13.50%. Holding 204 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Moët-Hennessy at £763.98 per case. Current case value £750.00, ROI -1.83%."
"Dom Pérignon, P2",Moët & Chandon,Sparkling White,France,Champagne,2008,27,Delivered,NEXUS (LCB Dinton),In Bond,,20.50,1049.25,"Dom Pérignon, P2 2008 is a sparkling white from Moët & Chandon in Champagne, France. ABV 13.00%. Holding 27 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Moët-Hennessy at £870.78 per case. Current case value £1049.25, ROI 20.50%."
"Puligny-Montrachet, 1er Cru, Les Folatières, Monnot (Xavier)",Monnot (Xavier),Still White,France,Puligny-Montrachet,2022,8,Due In,NEXUS (LCB Dinton),In Bond,,-14.03,980.04,"Puligny-Montrachet, 1er Cru, Les Folatières, Monnot (Xavier) 2022 is a still white from Monnot (Xavier) in Puligny-Montrachet, France. ABV 13.50%. Holding 8 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £1140 per case. Current case value £980.04, ROI -14.03%."
"Il Pergole Torte, Toscana, Montevertine",Montevertine,Still Red,Italy,Toscana,2020,2,In Stock,NEXUS (LCB Dinton),In Bond,,25.73,377.20,"Il Pergole Torte, Toscana, Montevertine 2020 is a still red from Montevertine in Toscana, Italy. ABV 13.50%. Holding 2 bottles (150cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Sterling Fine Wines at £300 per case. Current case value £377.20, ROI 25.73%."
"Chambertin, Grand Cru, Mortet (D)",Mortet (D),Still Red,France,Chambertin,2022,1,In Stock,NEXUS (LCB Dinton),In Bond,,178.86,2788.56,"Chambertin, Grand Cru, Mortet (D) 2022 is a still red from Mortet (D) in Chambertin, France. ABV 13.50%. Holding 1 bottle (150cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Sterling Fine Wines at £1000 per case. Current case value £2788.56, ROI 178.86%."
"Clos de Vougeot, Grand Cru, Mortet (D)",Mortet (D),Still Red,France,Clos de Vougeot,2022,6,In Stock,NEXUS (LCB Dinton),In Bond,,66.00,2490.00,"Clos de Vougeot, Grand Cru, Mortet (D) 2022 is a still red from Mortet (D) in Clos de Vougeot, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Sterling Fine Wines at £1500 per case. Current case value £2490.00, ROI 66.00%."
Quinta do Noval Vintage,Quinta do Noval,Fortified Red,Portugal,Porto,2016,6,In Stock,NEXUS (LCB Dinton),In Bond,,-24.25,199.98,"Quinta do Noval Vintage 2016 is a fortified red from Quinta do Noval in Porto, Portugal. ABV 19.00%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Sterling Fine Wines at £264 per case. Current case value £199.98, ROI -24.25%."
"Puligny-Montrachet, Les Enseignères, Camille & Guillaume Boillot",Camille & Guillaume Boillot,Still White,France,Puligny-Montrachet,2023,4,Due In,NEXUS (LCB Dinton),In Bond,,-17.32,570.48,"Puligny-Montrachet, Les Enseignères, Camille & Guillaume Boillot 2023 is a still white from Camille & Guillaume Boillot in Puligny-Montrachet, France. Holding 4 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £690 per case. Current case value £570.48, ROI -17.32%."
"Meursault, 1er Cru, Les Charmes, Camille & Guillaume Boillot",Camille & Guillaume Boillot,Still White,France,Meursault,2023,4,Due In,NEXUS (LCB Dinton),In Bond,,-9.39,1027.50,"Meursault, 1er Cru, Les Charmes, Camille & Guillaume Boillot 2023 is a still white from Camille & Guillaume Boillot in Meursault, France. Holding 4 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £1134 per case. Current case value £1027.50, ROI -9.39%."
"Ott (Romassan), Rose, Bandol",Ott (Romassan),Still Rosé,France,Bandol,2025,6,Delivered,NEXUS (LCB Dinton),In Bond,,5.99,129.48,"Ott (Romassan), Rose, Bandol 2025 is a still rosé from Ott (Romassan) in Bandol, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £122.16 per case. Current case value £129.48, ROI 5.99%."
"Ott (Romassan), Rose, Bandol",Ott (Romassan),Still Rosé,France,Bandol,2025,6,In Stock,NEXUS (LCB Dinton),In Bond,,5.99,129.48,"Ott (Romassan), Rose, Bandol 2025 is a still rosé from Ott (Romassan) in Bandol, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £122.16 per case. Current case value £129.48, ROI 5.99%."
"Ch Pétrus, Pomerol",Ch Pétrus,Still Red,France,Pomerol,2016,2,Delivered,NEXUS (LCB Dinton),In Bond,,7.55,5700.00,"Ch Pétrus, Pomerol 2016 is a still red from Ch Pétrus in Pomerol, France. ABV 13.00%. Holding 2 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £5300 per case. Current case value £5700.00, ROI 7.55%."
"Ch Pétrus, Pomerol",Ch Pétrus,Still Red,France,Pomerol,2017,6,Delivered,NEXUS (LCB Dinton),In Bond,,-0.90,3666.66,"Ch Pétrus, Pomerol 2017 is a still red from Ch Pétrus in Pomerol, France. ABV 15.00%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £3700 per case. Current case value £3666.66, ROI -0.90%."
"Ch Pétrus, Pomerol",Ch Pétrus,Still Red,France,Pomerol,2017,2,In Stock,NEXUS (LCB Dinton),In Bond,,-0.90,3666.66,"Ch Pétrus, Pomerol 2017 is a still red from Ch Pétrus in Pomerol, France. ABV 15.00%. Holding 2 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £3700 per case. Current case value £3666.66, ROI -0.90%."
"Ch Pétrus, Pomerol",Ch Pétrus,Still Red,France,Pomerol,2018,10,Due In,NEXUS (LCB Dinton),In Bond,,18.37,5800.00,"Ch Pétrus, Pomerol 2018 is a still red from Ch Pétrus in Pomerol, France. ABV 13.50%. Holding 10 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £4900 per case. Current case value £5800.00, ROI 18.37%."
"Montiano, Cotarella",Cotarella,Still Red,Italy,Lazio,2021,90,In Stock,NEXUS (LCB Dinton),In Bond,,34.21,310.02,"Montiano, Cotarella 2021 is a still red from Cotarella in Lazio, Italy. ABV 14.50%. Holding 90 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £231 per case. Current case value £310.02, ROI 34.21%."
"SeaBed Chardonnay, Sonoma Coast, Radio-Côteau",Radio-Côteau,Still White,USA,Sonoma Coast,2022,6,Due In,NEXUS (LCB Dinton),In Bond,,0.00,618.60,"SeaBed Chardonnay, Sonoma Coast, Radio-Côteau 2022 is a still white from Radio-Côteau in Sonoma Coast, USA. Holding 6 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £618.6 per case. Current case value £618.60, ROI 0.00%."
"Châteauneuf-du-Pape, Ch Rayas",Ch Rayas,Still Red,France,Chateauneuf-du-Pape,2012,6,In Stock,NEXUS (LCB Dinton),In Bond,,47.06,7500.00,"Châteauneuf-du-Pape, Ch Rayas 2012 is a still red from Ch Rayas in Chateauneuf-du-Pape, France. ABV 15.00%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Liv-ex at £5100 per case. Current case value £7500.00, ROI 47.06%."
"Monte Bello, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still Red,USA,Santa Cruz Mountains,2020,15,Delivered,NEXUS (LCB Dinton),In Bond,,37.26,350.01,"Monte Bello, Santa Cruz Mountains, Ridge Vineyards 2020 is a still red from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 13.50%. Holding 15 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £255 per case. Current case value £350.01, ROI 37.26%."
"Monte Bello, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still Red,USA,Santa Cruz Mountains,2020,6,In Stock,NEXUS (LCB Dinton),In Bond,,37.26,350.01,"Monte Bello, Santa Cruz Mountains, Ridge Vineyards 2020 is a still red from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £255 per case. Current case value £350.01, ROI 37.26%."
"Monte Bello, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still Red,USA,Santa Cruz Mountains,2020,3,In Stock,NEXUS (LCB Dinton),In Bond,,37.26,350.01,"Monte Bello, Santa Cruz Mountains, Ridge Vineyards 2020 is a still red from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 13.50%. Holding 3 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £255 per case. Current case value £350.01, ROI 37.26%."
"Monte Bello, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still Red,USA,Santa Cruz Mountains,2021,6,In Stock,NEXUS (LCB Dinton),In Bond,,20.78,500.01,"Monte Bello, Santa Cruz Mountains, Ridge Vineyards 2021 is a still red from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £414 per case. Current case value £500.01, ROI 20.78%."
"Monte Bello, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still Red,USA,Santa Cruz Mountains,2021,3,In Stock,NEXUS (LCB Dinton),In Bond,,20.78,500.01,"Monte Bello, Santa Cruz Mountains, Ridge Vineyards 2021 is a still red from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 13.50%. Holding 3 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £414 per case. Current case value £500.01, ROI 20.78%."
"Monte Bello Chardonnay, Santa Cruz Mountains, Ridge Vineyards",Ridge Vineyards,Still White,USA,Santa Cruz Mountains,2020,6,Due In,NEXUS (LCB Dinton),In Bond,,19.58,545.52,"Monte Bello Chardonnay, Santa Cruz Mountains, Ridge Vineyards 2020 is a still white from Ridge Vineyards in Santa Cruz Mountains, USA. ABV 14.00%. Holding 6 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £456.18 per case. Current case value £545.52, ROI 19.58%."
"Karia, Napa Valley, Stag's Leap Wine Cellars",Stag's Leap Wine Cellars,Still White,USA,Napa Valley,2023,4,Due In,NEXUS (LCB Dinton),In Bond,,-37.72,134.52,"Karia, Napa Valley, Stag's Leap Wine Cellars 2023 is a still white from Stag's Leap Wine Cellars in Napa Valley, USA. Holding 4 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £216 per case. Current case value £134.52, ROI -37.72%."
"Taittinger Blanc de Blancs, Comtes de Champagne, Grand Cru",Taittinger,Sparkling White,France,Champagne,2014,6,Delivered,NEXUS (LCB Dinton),In Bond,,13.64,561.00,"Taittinger Blanc de Blancs, Comtes de Champagne, Grand Cru 2014 is a sparkling white from Taittinger in Champagne, France. ABV 12.50%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Hatch Mansfield at £493.68 per case. Current case value £561.00, ROI 13.64%."
"Masseto, Toscana, Tenuta dell' Ornellaia",Tenuta dell' Ornellaia,Still Red,Italy,Toscana,2015,3,Due In,NEXUS (LCB Dinton),In Bond,,10.43,1987.74,"Masseto, Toscana, Tenuta dell' Ornellaia 2015 is a still red from Tenuta dell' Ornellaia in Toscana, Italy. ABV 13.00%. Holding 3 bottles (75cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), In Bond. Bought from L & W at £1800 per case. Current case value £1987.74, ROI 10.43%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2011,15,Delivered,NEXUS (LCB Dinton),In Bond,,26.03,690.00,"Vega Sicilia, Unico 2011 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.00%. Holding 15 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £547.5 per case. Current case value £690.00, ROI 26.03%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2012,15,Delivered,NEXUS (LCB Dinton),In Bond,,14.48,680.01,"Vega Sicilia, Unico 2012 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.00%. Holding 15 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £594 per case. Current case value £680.01, ROI 14.48%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2012,3,In Stock,NEXUS (LCB Dinton),In Bond,,14.48,680.01,"Vega Sicilia, Unico 2012 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.00%. Holding 3 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £594 per case. Current case value £680.01, ROI 14.48%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2013,15,Delivered,NEXUS (LCB Dinton),In Bond,,19.34,716.01,"Vega Sicilia, Unico 2013 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.50%. Holding 15 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £600 per case. Current case value £716.01, ROI 19.34%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2014,15,Delivered,NEXUS (LCB Dinton),In Bond,,23.34,740.01,"Vega Sicilia, Unico 2014 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.00%. Holding 15 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £600 per case. Current case value £740.01, ROI 23.34%."
"Vega Sicilia, Unico",Vega Sicilia,Still Red,Spain,Ribera del Duero,2014,6,In Stock,NEXUS (LCB Dinton),In Bond,,23.34,740.01,"Vega Sicilia, Unico 2014 is a still red from Vega Sicilia in Ribera del Duero, Spain. ABV 14.00%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Berkmann at £600 per case. Current case value £740.01, ROI 23.34%."
"By Ott, Côtes de Provence, Ott",Ott,Still Rosé,France,Côtes de Provence,2025,6,Delivered,NEXUS (LCB Dinton),In Bond,,6.09,70.02,"By Ott, Côtes de Provence, Ott 2025 is a still rosé from Ott in Côtes de Provence, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £66 per case. Current case value £70.02, ROI 6.09%."
"By Ott, Côtes de Provence, Ott",Ott,Still Rosé,France,Côtes de Provence,2025,6,In Stock,NEXUS (LCB Dinton),In Bond,,6.09,70.02,"By Ott, Côtes de Provence, Ott 2025 is a still rosé from Ott in Côtes de Provence, France. ABV 13.50%. Holding 6 bottles (75cl) in stock. Current status: In Stock. Stored at NEXUS (LCB Dinton), In Bond. Bought from Maison Marques & Domaines at £66 per case. Current case value £70.02, ROI 6.09%."
"32 Year Old - Union of the Crowns, Royal Suite",Royal Suite,Spirit,Scotland,Speyside,NonV,1,Due In,NEXUS (LCB Dinton),Duty Paid,,0.00,800.00,"32 Year Old - Union of the Crowns, Royal Suite NonV is a spirit from Royal Suite in Speyside, Scotland. Holding 1 bottle (70cl) in stock. Current status: Due In. Stored at NEXUS (LCB Dinton), Duty Paid. Bought from Home (Collection) at £800 per case. Current case value £800.00, ROI 0.00%."
"AIX Rosé, Coteaux d'Aix-en-Provence, Saint Aix",Saint Aix,Still Rosé,France,Coteaux d'Aix-en-Provence,2024,2,Delivered,NEXUS (LCB Dinton),In Bond,,0.00,52.00,"AIX Rosé, Coteaux d'Aix-en-Provence, Saint Aix 2024 is a still rosé from Saint Aix in Coteaux d'Aix-en-Provence, France. ABV 12.50%. Holding 2 bottles (300cl) in stock. Current status: Delivered. Stored at NEXUS (LCB Dinton), In Bond. Bought from Liberty Wines at £52 per case. Current case value £52.00, ROI 0.00%."
